H12,Tajima_D,d_xy,diversity,mean_SE,mean_SE_shuf,num_trees,rec,variance,weighted_Fst
0.042772,0.5801642070983138,0.010052547199999982,0.008689796767676745,0.0026159996485672983,0.002713712360525077,1,0.0,0.0026286439421903374,0.04014794420952812
0.04893,0.6935728750754155,0.011381737200000033,0.01140452787878786,0.0037739395439615646,0.0035665853115238112,1,0.0,0.003736156809461923,0.033725712925257945
0.048592,-0.24979933856338618,0.009808170200000002,0.008209045050505029,0.00793064325974527,0.00815754606868547,1,0.0,0.007813170801200918,0.07305708423203339
0.04138800000000001,-0.40082857725493426,0.011060720400000048,0.009046014949494906,0.004506581952039102,0.0046269871608072485,1,0.0,0.0046188796369161155,0.10350257319227567
0.04319,-0.2781014978837857,0.011984148800000052,0.010601464444444424,0.0021589151856652683,0.002119816767368657,1,0.0,0.002091913207871191,0.04215200667090471
0.04273400000000001,-0.2144042678549687,0.014754343200000021,0.01106391030303032,0.002181647487515511,0.002199073199692863,1,0.0,0.002392345159334527,0.09446635085328524
0.054692000000000005,2.0292193397381233,0.01637198519999995,0.015651204040404047,0.0031736237898283585,0.0032161643172222225,1,0.0,0.003873059371541654,0.033324841618947575
0.040392000000000004,-0.3212780078834413,0.007235990200000001,0.006654198181818199,0.007723834766001576,0.008607307261263027,1,0.0,0.00745163509850702,0.11893787981160794
0.038299999999999994,0.08059815859954829,0.007799959800000023,0.008568710909090877,0.0023476397938766652,0.0024714768079693115,1,0.0,0.002376947677673349,0.05393756500497751
0.04697199999999999,1.1613143387819398,0.009999015000000023,0.00832999636363637,0.007179578874318746,0.006993097890028972,1,0.0,0.0076163384507565565,0.10457889357991845
0.06800999999999999,-0.03465973031698334,0.01433450439999999,0.011193719797979727,0.007414648194839069,0.007846826339898999,1,0.0,0.00762513340638216,0.11575125679754382
0.05043799999999999,-0.13949504367899435,0.014785082999999994,0.010800344040404032,0.0027309672632826803,0.0029250445018825367,1,0.0,0.002754669341605827,0.10966644058703717
0.048408,1.3001561404993012,0.01515753960000001,0.015651202020202034,0.001905090708274454,0.002066981600045468,1,0.0,0.0020327653150923144,0.1097213041841516
0.067356,0.06858169106907558,0.017128424999999954,0.012939088888888948,0.001644899815534573,0.0017870084995615049,1,0.0,0.001626426913529468,0.06298151000893604
0.04117,0.8426145503532251,0.013553854399999978,0.010654447070707096,0.0020109716829607737,0.0020329748950484823,1,0.0,0.0026385369839205344,0.16559417995912437
0.042879999999999995,0.14597774444512426,0.008354481600000033,0.007515389898989905,0.0094868361938179,0.009531746603550707,1,0.0,0.009418544211449295,0.17100123672243467
0.037486,-0.05204730453779484,0.00762104180000001,0.007214713939393947,0.0022720571193204685,0.002365685423698094,1,0.0,0.002428481569392383,0.04524997869087807
0.05830200000000001,2.2769981740288676,0.017346032599999964,0.017445253131313156,0.0006136278412398941,0.0006129731597620785,1,0.0,0.0006122838516640689,0.0022756627685148363
0.043124,-0.751138057320399,0.005673052600000013,0.004956256161616168,0.004986882152966624,0.004748056959960197,1,0.0,0.0045854304666265566,0.05562629750876171
0.048912000000000004,0.0811843047428337,0.01025136740000002,0.00815280424242424,0.006377932002554407,0.006488695048949338,1,0.0,0.006852250656621986,0.25892709509754297
0.061838000000000004,-0.25929319438051585,0.015812133200000026,0.008279636969696986,0.006494451918374126,0.005988678837034919,1,0.0,0.0059281273175534705,0.27475506020313595
0.04948399999999999,1.0201814181626259,0.014531351600000067,0.013739668686868664,0.002001558187062535,0.0022036450819891136,1,0.0,0.0022840227727922617,0.05309693732768236
0.057440000000000005,-0.5705677855610102,0.008257101800000022,0.008027818787878822,0.0026268944492447615,0.0025265345395040595,1,0.0,0.002548959177844539,0.06819172692881424
0.038146,0.9467215545829859,0.008718218600000018,0.009612985050505018,0.004660080911347887,0.004591546823518071,1,0.0,0.004267228952679157,0.11725581162177408
0.049878000000000006,-0.05967694103587812,0.008009254200000017,0.007554085252525256,0.006161300504751771,0.0059087433013557044,1,0.0,0.005785019953843296,0.05401462357813056
0.05717799999999999,-0.532850928086037,0.009290676200000023,0.009257068484848495,0.003374276432936553,0.003332574075556554,1,0.0,0.0035768017590374858,0.03646388239324645
0.041372,-1.6849936769145217,0.0053608442000000036,0.003683108080808085,0.005498679839097012,0.005349507751682203,1,0.0,0.005751881709625424,0.10020826962668158
0.059036,0.760103222630509,0.008760575800000022,0.008442485252525243,0.002475676689637333,0.0026597552359960536,1,0.0,0.002354869115550684,0.014734036906658898
0.04884999999999999,-0.42500157901752833,0.01249475139999997,0.00825328141414143,0.0016563438784482328,0.0016176122429172146,1,0.0,0.0016667085411397303,0.08660400918791328
0.08133000000000001,0.6458836168262794,0.017194731000000064,0.016102614949495008,0.003110198846906413,0.002967456601999985,1,0.0,0.00296780185296346,0.11636747520073723
0.04289400000000001,-1.6807528352209002,0.0046700899999999965,0.0027776016161616085,0.013524401253800214,0.01379655965425471,1,0.0,0.013221484603923304,0.1624796108966559
