H12,Tajima_D,d_xy,diversity,mean_SE,mean_SE_shuf,num_trees,rec,variance,weighted_Fst
0.04387200000000001,0.6605490296782024,0.008724583200000028,0.007703115757575759,0.003825059621973611,0.003465853305577728,1,0.0,0.004362352807850949,0.08399626870671244
0.03914399999999999,1.0629206170610537,0.012482440999999995,0.012025089898989903,0.0018491579010403584,0.0018484220678931977,1,0.0,0.0020629757441602463,0.032622015925471905
0.055667999999999995,-1.4054614277455628,0.007931795000000009,0.006501724848484905,0.003338993127983772,0.003344658825862333,1,0.0,0.003451689642772749,0.05842713055634107
0.075242,-1.0265198839890146,0.015455918600000054,0.00856450121212119,0.0033788870047528593,0.003289231849857043,1,0.0,0.0035839646130104287,0.1553139629939266
0.04592600000000001,1.9666447798760371,0.019770361400000065,0.019948777777777937,0.0021773330780359796,0.0022245463193861998,1,0.0,0.0020590751780596808,0.023172169107909268
0.04269200000000001,-1.1777048989210608,0.00583428299999998,0.006023404646464664,0.003606076479667302,0.003466766562589925,1,0.0,0.004191303151039762,0.037671608049656705
0.039422,-0.6788648278699037,0.008423790600000007,0.00698607474747474,0.006715046213845504,0.006137350425891759,1,0.0,0.005942979504448881,0.10662985655419237
0.04274599999999999,0.4412772807888544,0.010429500400000038,0.010477612121212114,0.004758654286721042,0.004516845161982278,1,0.0,0.004650605940329838,0.025441938823848313
0.048445999999999996,1.0356458722327264,0.01252501319999998,0.01392334686868685,0.0011004082241545506,0.0011197510066517417,1,0.0,0.0011593009741636435,0.04459417451025285
0.04078799999999999,-0.14959021155688457,0.006585740000000009,0.005995613131313143,0.006600496659718062,0.007109150547814826,1,0.0,0.006777719632896743,0.1251525011199315
0.0585,-0.18693904630053254,0.008133986400000024,0.0066109460606060795,0.0035198126638876647,0.003877417721638251,1,0.0,0.0041501567811537046,0.1135131798051703
0.037616,-0.19850243757039063,0.010128494400000035,0.00860943050505051,0.0036845411423188624,0.003797456827305422,1,0.0,0.0038058316727477247,0.05529108246693881
0.08641599999999999,-1.298391434834739,0.0071950577999999495,0.008885981212121261,0.0023608812159579217,0.002417292849129291,1,0.0,0.00230517538460818,0.04426688656812505
0.05773400000000001,-0.655865461773624,0.007250991399999985,0.007434614747474748,0.0033765333088106087,0.0033721912647166367,1,0.0,0.003148614328306568,0.04001069201338308
0.04364400000000001,-1.253759930998217,0.008945560200000027,0.005201984646464649,0.007055050823896977,0.007758195234420042,1,0.0,0.00706981578367849,0.21354163577701413
0.055186,0.898404296362464,0.013086047000000047,0.011772246464646492,0.00554967692173278,0.005452864975404762,1,0.0,0.005695393068156584,0.058378506190578605
0.04811599999999999,1.2418317635040816,0.016055961600000005,0.015405150505050487,0.0009447926460315873,0.000912528871526838,1,0.0,0.001098992416115034,0.027405153746871372
0.04770799999999999,0.9689734447727516,0.011009031600000026,0.010933898585858567,0.00327911870647442,0.0033273066219498574,1,0.0,0.003498249756822419,0.07177497320427151
0.052706,0.6344198039444539,0.009970978800000035,0.009767427878787906,0.0034069846780281467,0.0031293662025618525,1,0.0,0.003570891582968199,0.026129946039056412
0.04762400000000001,-0.7015495652407965,0.008666207600000012,0.006767828888888899,0.005711806630972378,0.005449071513633757,1,0.0,0.0055108693007454735,0.10147981554437027
