d_xy,mean_SE,mean_SE_shuf,num_trees,rec,variance,weighted_Fst
0.0424787950000001,0.007072558386940504,0.0069218122040507705,1,0.0,0.007391613050469422,0.18567032479716994
0.03600294500000005,0.00204076649205505,0.0020423677729666063,1,0.0,0.001883585354529937,-0.02008878349322304
0.017183130000000046,0.003718733287245894,0.0040622294929723414,1,0.0,0.004642389787464976,0.014058972765210578
0.03762473999999986,0.0029621312925413503,0.0029320573848390053,1,0.0,0.002883732976025182,0.07245483213270748
0.032997124999999954,0.0031847914975077214,0.0031920450512806483,1,0.0,0.003331673132280476,0.04204553343033954
0.031082025000000502,0.004066028585121238,0.0043689619331083,1,0.0,0.0041677123166893,0.010684708373095804
0.03777965000000018,0.0025402962086022757,0.002618279084616882,1,0.0,0.0027341356474684395,0.16044676639461064
0.047893250000000345,0.0030750810503070588,0.003301021993296789,1,0.0,0.003284289488369176,0.024705297395026533
0.0952254250000002,0.002957866973240954,0.0029860252106181377,1,0.0,0.0029457414868293143,0.14325661840434095
0.02368599000000001,0.006540353909954697,0.006865679490787991,1,0.0,0.00718899734281499,0.12048883620531964
0.12770423000000167,0.0012038024233036219,0.0011992673572967742,1,0.0,0.0012309053705863511,0.3644781593696249
0.033629655000000425,0.007489167330251654,0.007034422112877933,1,0.0,0.0066245045588252,0.2955274773353109
0.03485798499999988,0.0021224448634450934,0.002102781960900794,1,0.0,0.0021181683362015017,0.06632548524345566
0.03840479999999999,0.00928943117918213,0.009370148818330974,1,0.0,0.00974952309982962,0.5273369873699878
0.05937533000000017,0.003559595183512979,0.003541188710898409,1,0.0,0.0033738517391790437,0.07377898583447004
0.031274560000000354,0.00278865249232696,0.002892158040961099,1,0.0,0.002861847916593366,0.04036697337358886
0.05334554000000024,0.0023344005436420796,0.002543213191304925,1,0.0,0.002446010728273225,0.08571486523389218
0.03728786499999993,0.005404714802323821,0.005111498290553494,1,0.0,0.005428050044998007,0.12741068014796306
0.03552458000000066,0.0026010533483117907,0.0024638671850517467,1,0.0,0.0024027561737941334,0.07480384269818555
0.048234955000000544,0.0036565411425570475,0.0036981492268443757,1,0.0,0.0033399219915181094,0.25069445960511805
0.0460605200000001,0.004350476730983372,0.004371149262900834,1,0.0,0.003425185349308994,0.1348181299022217
0.03842892499999994,0.0039870469067246304,0.003947486313800793,1,0.0,0.004619885661874647,0.08480755472725622
0.037393214999999994,0.0010425954802995407,0.0010790143354137576,1,0.0,0.001023503249046793,-0.0019004477193375485
0.040749324999999795,0.0012529775631439396,0.0013173435554412196,1,0.0,0.0010823062521452841,-0.014321142128542923
0.033629455000000245,0.0031682196220701652,0.003135681117741917,1,0.0,0.0030374950124893224,0.017107163827631576
0.031305315000000104,0.004342674238892909,0.0043826519551353575,1,0.0,0.005091012870392518,0.09396143452445715
0.054583370000000644,0.0029276769574878058,0.002804229823717546,1,0.0,0.002847215974157405,0.31493234131493414
0.08944321000000205,0.0031380293012244847,0.003093505273298315,1,0.0,0.0030653422767262,0.03694117151285374
0.03805787000000022,0.00721062834248652,0.007242253009522749,1,0.0,0.007687583355337856,0.22125474998616046
0.019919639999999916,0.003580805184792729,0.003659730320388595,1,0.0,0.003937011650240523,0.15048790932283848
0.027701470000000214,0.005245672144771444,0.005230714221576752,1,0.0,0.00499812575500986,0.22889179074933455
0.035707374999999895,0.011472433264660147,0.011575613303890573,1,0.0,0.012104276950486555,0.2601605616962249
0.04523479000000047,0.0038313532710157134,0.003821923036280708,1,0.0,0.003350756570600523,0.17153666231575357
0.029425910000000256,0.0036869519197507143,0.0036707293888206434,1,0.0,0.00343643332337341,0.09153262914905383
0.01608356000000004,0.0034532560035008064,0.003437874230431256,1,0.0,0.0033903189303031277,0.014188799453951205
0.05877215500000139,0.003864165435410629,0.003692782742712923,1,0.0,0.0034604880666422957,0.1203317795621009
0.06719312500000113,0.0033733776454013403,0.0033261517158714084,1,0.0,0.0033554684993206086,0.013974613381981006
0.03115557499999991,0.004688016348954716,0.004314846739838812,1,0.0,0.004249209264173605,0.24708780185110332
0.01295844500000002,0.00752335369878954,0.007950924308132205,1,0.0,0.007537254563944143,0.12904214930396868
0.11080588999999286,0.0006694167710396185,0.0006603284648604588,1,0.0,0.000632563830151503,0.028992367572098877
0.047931155000001,0.0055610888738965,0.005502228581868234,1,0.0,0.004692239598173757,0.0818549846547727
0.019126565000000026,0.001500655336790807,0.001572037808390625,1,0.0,0.0015023438188865785,0.004316038014841576
0.021715239999999893,0.003185605371876401,0.0032602378453330566,1,0.0,0.0033034592533233947,0.042438466022568795
0.022723145000000198,0.005379904047721331,0.005179143132943962,1,0.0,0.004739170580045494,0.15799524724343925
0.025300940000000008,0.0023956247100761045,0.002397490510919928,1,0.0,0.002435774039479638,0.01566176640678946
0.08328780999999928,0.0017629578009284688,0.0017370086130249463,1,0.0,0.0016931089711718814,0.1999003347041748
0.04904658000000081,0.001851450535864073,0.0018832072381552414,1,0.0,0.0016758345289869848,0.05378790460275013
0.0364870850000001,0.003132863322444773,0.003091048274092178,1,0.0,0.0026264657307150645,0.08715012766971002
0.02783680500000004,0.005912305996197237,0.006201618387781645,1,0.0,0.0057418690854979144,0.160345509413964
0.051783350000000804,0.004474160032725815,0.004485367276213679,1,0.0,0.004464312310072643,0.039914441979226424
0.026677235000000063,0.002798873500341016,0.002647896809706371,1,0.0,0.002228444532452895,0.011077859808291181
0.09181695999999816,0.0009851266647124398,0.0009641604031862271,1,0.0,0.0009811787095501468,0.020803707965231857
0.10367769499999918,0.0005750387892995392,0.0005819249413945955,1,0.0,0.0005383833443185814,-0.044467617810302826
0.04848309000000049,0.0029261222212023765,0.002892575309019596,1,0.0,0.002604407313556059,0.13609602571646257
0.055221425000001406,0.005789712084004014,0.005877813705386446,1,0.0,0.005936206337848731,0.15337820588389614
0.10343452999999769,0.0027545118690549064,0.002667322210274595,1,0.0,0.002777285269058895,0.3593849338075454
0.0323231150000002,0.0020094869489054664,0.0019897247068164483,1,0.0,0.0019936218670341074,0.0930702867455967
0.03127103499999991,0.0042500551401280185,0.004389408957541161,1,0.0,0.004187356596163696,0.141498148290135
0.049850500000000124,0.0022402595425482117,0.002185178528511407,1,0.0,0.002042161734007208,0.15963824247496503
0.09258480499999935,0.0032098001909148417,0.0032494041462642863,1,0.0,0.003142744767124089,0.11923564710906936
0.020395725000000184,0.004849487989017466,0.004964167065987871,1,0.0,0.004407905337641822,0.08775339283938692
0.01977875500000022,0.0025506108999089534,0.0025333303074196512,1,0.0,0.00254304112832611,0.00663560552865692
0.04937634999999958,0.003746909826233226,0.0036843136675289738,1,0.0,0.003773670322098201,0.028123589433282997
0.06754018000000145,0.0011820604282862096,0.0011710525217016232,1,0.0,0.001182246764201018,0.045597992640430324
0.01803453500000004,0.004964209693606128,0.004741409951918092,1,0.0,0.0050157017598112304,0.04795468091751115
0.032672045000000004,0.002655765732580086,0.0023698359963314776,1,0.0,0.0021840561155357695,0.09662655711361491
0.055914339999999764,0.0016937895252493007,0.0017676904280583498,1,0.0,0.001603447699692207,0.1343851800639132
0.030825590000000472,0.003200095055071655,0.0033213322839902447,1,0.0,0.003516478105072086,0.061582987867032465
0.057081484999999814,0.0015127447243490307,0.0015350659125215247,1,0.0,0.0017450503035875869,0.024241001791301127
0.02180863500000024,0.004633109153288409,0.004568586457657204,1,0.0,0.005174043616015724,0.10310216724071154
0.016183699999999954,0.008454235265385537,0.008309221734741867,1,0.0,0.007925709143035895,0.07118127298386862
0.0373479150000003,0.004788510814861375,0.0047317159837717395,1,0.0,0.004226888524447848,0.15325674695829575
0.12298414499999856,0.0023790351932883543,0.0023859851632402882,1,0.0,0.0027827859557400044,0.2888406365954338
0.05173445000000018,0.002887067606261865,0.0028044598601909493,1,0.0,0.0032018116072591207,0.13357790743812772
0.05219715000000075,0.002060378496260521,0.0021761348861292548,1,0.0,0.0018955621444829332,0.014918784091355126
0.06570151999999954,0.0013330942952918972,0.0012959624080806842,1,0.0,0.001373557967201532,0.061086386685491816
0.025954099999999914,0.0044744102737450395,0.004542549240156141,1,0.0,0.005025453780809295,0.19935856780850106
0.03530590000000016,0.0012062677270400788,0.0011980569297778347,1,0.0,0.001194420853868522,0.005283381053630781
0.05381335500000029,0.004187946947706867,0.004105116285251532,1,0.0,0.004367638718513583,0.24416887874719692
0.0283477199999997,0.0014412553306289925,0.0014354111631900476,1,0.0,0.0014489042885427314,0.004794215260209404
0.031891860000000063,0.0034317934908587706,0.0034816817377265868,1,0.0,0.002872885341149522,0.0636463209693269
0.023178065000000022,0.006345882134547446,0.006403189017553084,1,0.0,0.005585250408979794,0.17433125799818594
0.04333837500000055,0.0024760429653519363,0.0024341090249112526,1,0.0,0.002552442723665773,0.039592988636690946
0.06375039500000042,0.002001609088441065,0.002014976323232432,1,0.0,0.00204561030434643,0.1441871332707115
0.10360488499999905,0.0025561793764630214,0.0024343156111203213,1,0.0,0.0024694735027385793,0.20321352436200418
0.11315689999999784,0.0013121937759100705,0.0013178013420910714,1,0.0,0.001290948826582761,0.0793159171941089
0.06689830000000048,0.0029916090446451527,0.0030095899574540193,1,0.0,0.0029527671328477612,0.30861826284560756
0.0403366250000014,0.005779767845692556,0.0058160920651801895,1,0.0,0.006170599066239155,0.08076420352724478
0.03967556000000032,0.0014392209804851592,0.0014651681188358773,1,0.0,0.0015335222986827062,-0.009191497561471626
0.023268630000000064,0.0055055754885676,0.005819072453052278,1,0.0,0.005324534725893991,0.15018394452122755
0.05046501500000033,0.0015893319130628062,0.0015372738729181594,1,0.0,0.0015838992424811718,0.015327662126147485
0.04866406999999939,0.004711047319770261,0.004792729135605101,1,0.0,0.00455707234481536,0.1267098657570309
0.0586584600000015,0.0035033913955247863,0.0035040430767106744,1,0.0,0.0033620540634350144,0.09160250165656565
0.01583695999999996,0.0050320982371873015,0.005282726748064448,1,0.0,0.005230242690928596,0.08035825021346846
0.06491743,0.002952394762047817,0.0028655638828953855,1,0.0,0.0031185492344460142,0.07491521301386538
0.04327518000000025,0.0020300225707673867,0.0020747134067199673,1,0.0,0.0018085344300831252,0.02395130401713194
0.03531137999999994,0.004909327858562434,0.005036907555408543,1,0.0,0.004283631152782128,0.16162124065701847
0.046928194999999936,0.004787168821934935,0.004699355817877442,1,0.0,0.004401394163078854,0.2063524622280237
0.05339552999999997,0.0034720993507386007,0.0035927090183131456,1,0.0,0.003900920396442057,0.34026596376950463
0.10466072499999807,0.0005158026810382777,0.0005075814497049725,1,0.0,0.00043777900012033057,-0.005690034348221001
0.021978820000000003,0.0025287563985182076,0.0024569438688219506,1,0.0,0.0024642324497264807,0.017494578950303315
0.030460620000000382,0.0032671576875183254,0.003234867866456566,1,0.0,0.00294453622723576,0.005059751633520187
