d_xy,mean_SE,mean_SE_shuf,num_trees,rec,variance,weighted_Fst
0.035042004999999876,0.004212569644727201,0.004453080473135605,1,0.0,0.004328539063755695,0.145303527523635
0.04567945500000033,0.0022487048133563365,0.0021890310493500897,1,0.0,0.0021727138956399205,0.15057969847609934
0.031085330000000418,0.0029590267320118747,0.002960682393366254,1,0.0,0.0030299918810212747,0.06042719538700559
0.0670567900000008,0.004891584609117265,0.005150752745872538,1,0.0,0.004747843989889634,0.4333734868028863
0.029808265,0.0019071104932354905,0.0019493707655637285,1,0.0,0.0018318981477600089,0.04419389853927739
0.12973853499999977,0.0032262907939113535,0.0032728196501380594,1,0.0,0.0036364559086085775,0.2601817654621625
0.039695750000000515,0.0006442607312672834,0.0006493943892927291,1,0.0,0.0006740975572557904,-0.019056783822828383
0.0715888150000001,0.003052621484821842,0.0030710837345764895,1,0.0,0.003275339534998381,0.1923952902049839
0.02685644000000022,0.006032453573887765,0.005858750901165626,1,0.0,0.005792450983385155,0.13890369636391983
0.026021455000000335,0.002903818728336649,0.002910620729043802,1,0.0,0.0031276571622186155,0.0563620088873411
0.024101624999999863,0.0019068006313326417,0.0018863530299522095,1,0.0,0.0018638827516051838,0.022349669852385828
0.04481592000000061,0.0030338553393868067,0.0030375098185343296,1,0.0,0.003380666692218142,0.1383990637189502
0.031838785000000265,0.00480475313335659,0.004719952416509591,1,0.0,0.0048826481036047965,0.053085848093740395
0.052250630000000485,0.0019778830757537073,0.002009522246822924,1,0.0,0.0019571495293813504,0.00676804156424899
0.03697065000000034,0.008484479005733769,0.009045199749709522,1,0.0,0.00902779402982786,0.27573488090223885
0.024375675000000235,0.005296442959159539,0.0053491635081173725,1,0.0,0.005385860033609103,0.13591609484402853
0.02853153000000021,0.0030452958330864925,0.003075517129963369,1,0.0,0.0030919718576098527,0.01252390706997594
0.07190817000000015,0.0026796344662877087,0.0026619502697159186,1,0.0,0.0023027933493022052,0.1638572263164914
0.035900300000000655,0.0012217346490732506,0.0012845151884419257,1,0.0,0.001110654742837909,-0.012352648427971392
0.08961369999999906,0.0025902839479087776,0.0025866704693708366,1,0.0,0.0024206998994994243,0.1847557307299732
0.023239995000000523,0.0046957800266495195,0.004698928241001116,1,0.0,0.00471922124431008,0.007899259494233151
0.060782530000000855,0.002303926501902818,0.0022592503520552283,1,0.0,0.002308738520251175,-0.031639224488195075
0.06119872500000053,0.0019900193695521705,0.002015107467673793,1,0.0,0.0017353866089064582,-5.634686459813226e-05
0.033869205000000055,0.001448721897568792,0.0014316647902580255,1,0.0,0.00139530482438494,0.006870056947538903
0.0784853150000003,0.0010525935936725856,0.0010338223905623411,1,0.0,0.0009644668531572677,0.09704436350458799
0.06857962999999856,0.001830151994497743,0.001867015624843038,1,0.0,0.0017941802850363678,0.2467371658782852
0.054715849999999434,0.005953371345642455,0.005851100026550618,1,0.0,0.0058446892367166724,0.226431027755107
0.046645875000000885,0.0008500396080643701,0.0008954661339691563,1,0.0,0.000817831708312743,-0.02356871685787727
0.08501815499999939,0.003402800120416635,0.0033492575503489656,1,0.0,0.0030339239271011324,0.26536460586230726
0.02414665500000017,0.00310069846276792,0.0029694678858303305,1,0.0,0.002996899686402304,0.08117979825799804
0.022871974999999992,0.0023880277813476737,0.0025074633092399944,1,0.0,0.0025700189898294023,-0.001233192883281933
0.06843590500000037,0.005755509828881934,0.005713713328955475,1,0.0,0.005514522550621694,0.44477155377120775
