d_xy,mean_SE,mean_SE_shuf,num_trees,rec,variance,weighted_Fst
0.020472044999999998,0.005131917292342633,0.005094833366066092,1,0.0,0.005194615894098363,0.16625014682986464
0.08945844499999706,0.003806850670953324,0.003856836526771833,1,0.0,0.003978609576894498,0.2766923775690087
0.032485699999999375,0.001182080351181878,0.0011411089435075217,1,0.0,0.0012210132305641448,-0.016481793896957125
0.02124296999999991,0.002909680693312533,0.0028846462432566057,1,0.0,0.003112571183548256,0.09068038755360877
0.07909733999999946,0.0021845418140797896,0.0023060620690386847,1,0.0,0.0024392138827907615,0.040252694607317736
0.05971898500000058,0.006383797335897039,0.006544435157168859,1,0.0,0.006952986523510196,0.27151683657694764
0.062163044999999126,0.001600860128477922,0.0016449005871617573,1,0.0,0.0018414927530178698,0.04756170985110472
0.03754353500000049,0.0026657473289994605,0.0026465180251430487,1,0.0,0.002737159387057234,0.00799606909216798
0.044115370000000265,0.0022570520222284325,0.002260836892398153,1,0.0,0.0023356235616417273,0.00651288264853769
0.030262670000000217,0.003733879043635831,0.0036943953662991343,1,0.0,0.003523086279300814,0.16628097871018419
0.061728084999999426,0.005636431736711153,0.005420466346150601,1,0.0,0.004907789005260035,0.288520645701275
0.04437360000000006,0.00582598838705161,0.005698245804442757,1,0.0,0.005446487774552929,0.38290091136101806
0.07172482999999992,0.00274632549032672,0.002697360744761824,1,0.0,0.0023310330688112216,0.2348845406166577
0.07573064500000032,0.002360240723733385,0.002298040146514761,1,0.0,0.0021860564615077765,0.0643211537523726
0.06476569500000026,0.0015140914640275349,0.0014569934387559957,1,0.0,0.0015592785480891764,0.12367725293173894
0.03796782500000054,0.002223966275121994,0.0022188927430119264,1,0.0,0.001997346804684127,0.005630558597311788
0.05276712000000133,0.004730174732287584,0.004503366606571543,1,0.0,0.004559503623294488,0.0887594462165433
0.05224531999999955,0.0010402099892238312,0.0010487517940188137,1,0.0,0.0009168712713520807,0.008533660931595384
0.08857164000000059,0.0019317105419517022,0.001944893750718684,1,0.0,0.0018927981134892037,0.11377946042488572
0.04914493500000096,0.002618306428485088,0.0026363138720666337,1,0.0,0.0025090067726221883,0.157975317261954
0.04801137500000032,0.004822146005657518,0.0046951789227375855,1,0.0,0.004680217584116839,0.19702952373486265
0.09129886000000205,0.0010029796377576357,0.0010217747198893684,1,0.0,0.0008647328465225899,0.017697182506893883
0.019781494999999982,0.005715128993386699,0.005687645364225212,1,0.0,0.006016519673803226,0.11219929172006146
0.043870520000000975,0.003430217895263325,0.0034483878832512567,1,0.0,0.003581115883509895,0.23544702775809123
